team,match_rank_recent,date,side,home_team,away_team,opponent,team_scoreline,home_score,away_score,team_result,tournament,city,country,neutral,within_last_year,source_url
Curaçao,18,2024-11-15,home,Curaçao,Saint Martin,Saint Martin,5-0,5,0,W,CONCACAF Nations League,Willemstad,Curaçao,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Curaçao,19,2024-10-14,neutral,Curaçao,Grenada,Grenada,1-0,1,0,W,CONCACAF Nations League,Gros Islet,Saint Lucia,1,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Curaçao,20,2024-10-11,neutral,Grenada,Curaçao,Grenada,0-0,0,0,D,CONCACAF Nations League,Gros Islet,Saint Lucia,1,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czech Republic,1,2026-06-04,neutral,Guatemala,Czech Republic,Guatemala,5-1,1,5,W,Friendly,Harrison,United States,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czech Republic,2,2026-05-31,home,Czech Republic,Kosovo,Kosovo,2-1,2,1,W,Friendly,Prague,Czech Republic,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czech Republic,3,2026-03-31,home,Czech Republic,Denmark,Denmark,2-2,2,2,D,FIFA World Cup qualification,Prague,Czech Republic,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czech Republic,4,2026-03-26,home,Czech Republic,Republic of Ireland,Republic of Ireland,2-2,2,2,D,FIFA World Cup qualification,Prague,Czech Republic,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czech Republic,5,2025-11-17,home,Czech Republic,Gibraltar,Gibraltar,6-0,6,0,W,FIFA World Cup qualification,Olomouc,Czech Republic,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czech Republic,6,2025-11-13,home,Czech Republic,San Marino,San Marino,1-0,1,0,W,Friendly,Karviná,Czech Republic,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czech Republic,7,2025-10-12,away,Faroe Islands,Czech Republic,Faroe Islands,1-2,2,1,L,FIFA World Cup qualification,Tórshavn,Faroe Islands,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czech Republic,8,2025-10-09,home,Czech Republic,Croatia,Croatia,0-0,0,0,D,FIFA World Cup qualification,Prague,Czech Republic,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czech Republic,9,2025-09-08,home,Czech Republic,Saudi Arabia,Saudi Arabia,1-1,1,1,D,Friendly,Hradec Králové,Czech Republic,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czech Republic,10,2025-09-05,away,Montenegro,Czech Republic,Montenegro,2-0,0,2,W,FIFA World Cup qualification,Podgorica,Montenegro,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czech Republic,11,2025-06-09,away,Croatia,Czech Republic,Croatia,1-5,5,1,L,FIFA World Cup qualification,Osijek,Croatia,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czech Republic,12,2025-06-06,home,Czech Republic,Montenegro,Montenegro,2-0,2,0,W,FIFA World Cup qualification,Plzeň,Czech Republic,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czech Republic,13,2025-03-25,neutral,Gibraltar,Czech Republic,Gibraltar,4-0,0,4,W,FIFA World Cup qualification,Faro-Loulé,Portugal,1,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czech Republic,14,2025-03-22,home,Czech Republic,Faroe Islands,Faroe Islands,2-1,2,1,W,FIFA World Cup qualification,Hradec Králové,Czech Republic,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czech Republic,15,2024-11-19,home,Czech Republic,Georgia,Georgia,2-1,2,1,W,UEFA Nations League,Olomouc,Czech Republic,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czech Republic,16,2024-11-16,away,Albania,Czech Republic,Albania,0-0,0,0,D,UEFA Nations League,Tirana,Albania,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czech Republic,17,2024-10-14,neutral,Ukraine,Czech Republic,Ukraine,1-1,1,1,D,UEFA Nations League,Wrocław,Poland,1,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czech Republic,18,2024-10-11,home,Czech Republic,Albania,Albania,2-0,2,0,W,UEFA Nations League,Prague,Czech Republic,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czech Republic,19,2024-09-10,home,Czech Republic,Ukraine,Ukraine,3-2,3,2,W,UEFA Nations League,Prague,Czech Republic,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Czech Republic,20,2024-09-07,away,Georgia,Czech Republic,Georgia,1-4,4,1,L,UEFA Nations League,Tbilisi,Georgia,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
DR Congo,1,2026-06-03,neutral,DR Congo,Denmark,Denmark,0-0,0,0,D,Friendly,Liège,Belgium,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
DR Congo,2,2026-03-31,neutral,DR Congo,Jamaica,Jamaica,1-0,1,0,W,FIFA World Cup qualification,Zapopan,Mexico,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
DR Congo,3,2026-03-25,neutral,Bermuda,DR Congo,Bermuda,2-0,0,2,W,Friendly,Zapopan,Mexico,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
DR Congo,4,2026-01-06,neutral,Algeria,DR Congo,Algeria,0-1,1,0,L,African Cup of Nations,Rabat,Morocco,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
DR Congo,5,2025-12-30,neutral,Botswana,DR Congo,Botswana,3-0,0,3,W,African Cup of Nations,Rabat,Morocco,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
DR Congo,6,2025-12-27,neutral,Senegal,DR Congo,Senegal,1-1,1,1,D,African Cup of Nations,Tangier,Morocco,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
DR Congo,7,2025-12-23,neutral,DR Congo,Benin,Benin,1-0,1,0,W,African Cup of Nations,Rabat,Morocco,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
DR Congo,8,2025-11-16,neutral,Nigeria,DR Congo,Nigeria,1-1,1,1,D,FIFA World Cup qualification,Rabat,Morocco,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
DR Congo,9,2025-11-13,neutral,Cameroon,DR Congo,Cameroon,1-0,0,1,W,FIFA World Cup qualification,Rabat,Morocco,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
DR Congo,10,2025-10-14,home,DR Congo,Sudan,Sudan,1-0,1,0,W,FIFA World Cup qualification,Kinshasa,DR Congo,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
DR Congo,11,2025-10-10,away,Togo,DR Congo,Togo,1-0,0,1,W,FIFA World Cup qualification,Lomé,Togo,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
DR Congo,12,2025-09-09,home,DR Congo,Senegal,Senegal,2-3,2,3,L,FIFA World Cup qualification,Kinshasa,DR Congo,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
DR Congo,13,2025-09-05,away,South Sudan,DR Congo,South Sudan,4-1,1,4,W,FIFA World Cup qualification,Juba,South Sudan,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
DR Congo,14,2025-06-08,neutral,DR Congo,Madagascar,Madagascar,3-1,3,1,W,Friendly,Orléans,France,1,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
DR Congo,15,2025-06-05,neutral,DR Congo,Mali,Mali,1-0,1,0,W,Friendly,Orléans,France,1,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
DR Congo,16,2025-03-25,away,Mauritania,DR Congo,Mauritania,2-0,0,2,W,FIFA World Cup qualification,Nouadhibou,Mauritania,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
DR Congo,17,2025-03-21,home,DR Congo,South Sudan,South Sudan,1-0,1,0,W,FIFA World Cup qualification,Kinshasa,DR Congo,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
DR Congo,18,2024-11-19,home,DR Congo,Ethiopia,Ethiopia,1-2,1,2,L,African Cup of Nations qualification,Kinshasa,DR Congo,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
DR Congo,19,2024-11-16,neutral,Guinea,DR Congo,Guinea,0-1,1,0,L,African Cup of Nations qualification,Abidjan,Ivory Coast,1,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
DR Congo,20,2024-10-15,away,Tanzania,DR Congo,Tanzania,2-0,0,2,W,African Cup of Nations qualification,Dar es Salaam,Tanzania,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador,1,2026-06-07,neutral,Ecuador,Guatemala,Guatemala,3-0,3,0,W,Friendly,Columbus,United States,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador,2,2026-05-30,neutral,Ecuador,Saudi Arabia,Saudi Arabia,2-1,2,1,W,Friendly,Harrison,United States,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador,3,2026-03-31,away,Netherlands,Ecuador,Netherlands,1-1,1,1,D,Friendly,Eindhoven,Netherlands,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador,4,2026-03-27,neutral,Morocco,Ecuador,Morocco,1-1,1,1,D,Friendly,Madrid,Spain,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador,5,2025-11-18,neutral,Ecuador,New Zealand,New Zealand,2-0,2,0,W,Friendly,Harrison,United States,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador,6,2025-11-13,away,Canada,Ecuador,Canada,0-0,0,0,D,Friendly,Toronto,Canada,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador,7,2025-10-14,away,Mexico,Ecuador,Mexico,1-1,1,1,D,Friendly,Zapopan,Mexico,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador,8,2025-10-10,away,United States,Ecuador,United States,1-1,1,1,D,Friendly,Austin,United States,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador,9,2025-09-09,home,Ecuador,Argentina,Argentina,1-0,1,0,W,FIFA World Cup qualification,Guayaquil,Ecuador,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador,10,2025-09-04,away,Paraguay,Ecuador,Paraguay,0-0,0,0,D,FIFA World Cup qualification,Asunción,Paraguay,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador,11,2025-06-10,away,Peru,Ecuador,Peru,0-0,0,0,D,FIFA World Cup qualification,Lima,Peru,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador,12,2025-06-05,home,Ecuador,Brazil,Brazil,0-0,0,0,D,FIFA World Cup qualification,Guayaquil,Ecuador,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador,13,2025-03-25,away,Chile,Ecuador,Chile,0-0,0,0,D,FIFA World Cup qualification,Santiago,Chile,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador,14,2025-03-21,home,Ecuador,Venezuela,Venezuela,2-1,2,1,W,FIFA World Cup qualification,Quito,Ecuador,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador,15,2024-11-19,away,Colombia,Ecuador,Colombia,1-0,0,1,W,FIFA World Cup qualification,Barranquilla,Colombia,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador,16,2024-11-14,home,Ecuador,Bolivia,Bolivia,4-0,4,0,W,FIFA World Cup qualification,Guayaquil,Ecuador,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador,17,2024-10-15,away,Uruguay,Ecuador,Uruguay,0-0,0,0,D,FIFA World Cup qualification,Montevideo,Uruguay,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador,18,2024-10-10,home,Ecuador,Paraguay,Paraguay,0-0,0,0,D,FIFA World Cup qualification,Quito,Ecuador,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador,19,2024-09-10,home,Ecuador,Peru,Peru,1-0,1,0,W,FIFA World Cup qualification,Quito,Ecuador,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ecuador,20,2024-09-06,away,Brazil,Ecuador,Brazil,0-1,1,0,L,FIFA World Cup qualification,Curitiba,Brazil,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt,1,2026-06-06,neutral,Brazil,Egypt,Brazil,1-2,2,1,L,Friendly,Cleveland,United States,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt,2,2026-05-28,home,Egypt,Russia,Russia,1-0,1,0,W,Friendly,Cairo,Egypt,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt,3,2026-03-31,away,Spain,Egypt,Spain,0-0,0,0,D,Friendly,Barcelona,Spain,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt,4,2026-03-27,away,Saudi Arabia,Egypt,Saudi Arabia,4-0,0,4,W,Friendly,Jeddah,Saudi Arabia,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt,5,2026-01-17,neutral,Egypt,Nigeria,Nigeria,0-0,0,0,D,African Cup of Nations,Casablanca,Morocco,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt,6,2026-01-14,neutral,Senegal,Egypt,Senegal,0-1,1,0,L,African Cup of Nations,Tangier,Morocco,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt,7,2026-01-10,neutral,Egypt,Ivory Coast,Ivory Coast,3-2,3,2,W,African Cup of Nations,Agadir,Morocco,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt,8,2026-01-05,neutral,Egypt,Benin,Benin,3-1,3,1,W,African Cup of Nations,Agadir,Morocco,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt,9,2025-12-29,neutral,Angola,Egypt,Angola,0-0,0,0,D,African Cup of Nations,Agadir,Morocco,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt,10,2025-12-26,neutral,Egypt,South Africa,South Africa,1-0,1,0,W,African Cup of Nations,Agadir,Morocco,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt,11,2025-12-22,neutral,Egypt,Zimbabwe,Zimbabwe,2-1,2,1,W,African Cup of Nations,Agadir,Morocco,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt,12,2025-12-09,neutral,Egypt,Jordan,Jordan,0-3,0,3,L,Arab Cup,Al Khor,Qatar,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt,13,2025-12-06,neutral,United Arab Emirates,Egypt,United Arab Emirates,1-1,1,1,D,Arab Cup,Lusail,Qatar,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt,14,2025-12-02,neutral,Egypt,Kuwait,Kuwait,1-1,1,1,D,Arab Cup,Lusail,Qatar,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt,15,2025-11-17,neutral,Cape Verde,Egypt,Cape Verde,1-1,1,1,D,Al Ain International Cup,Al Ain,United Arab Emirates,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt,16,2025-11-14,neutral,Uzbekistan,Egypt,Uzbekistan,0-2,2,0,L,Al Ain International Cup,Al Ain,United Arab Emirates,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt,17,2025-10-12,home,Egypt,Guinea-Bissau,Guinea-Bissau,1-0,1,0,W,FIFA World Cup qualification,Cairo,Egypt,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt,18,2025-10-08,neutral,Djibouti,Egypt,Djibouti,3-0,0,3,W,FIFA World Cup qualification,Casablanca,Morocco,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt,19,2025-09-09,away,Burkina Faso,Egypt,Burkina Faso,0-0,0,0,D,FIFA World Cup qualification,Ouagadougou,Burkina Faso,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Egypt,20,2025-09-05,home,Egypt,Ethiopia,Ethiopia,2-0,2,0,W,FIFA World Cup qualification,Cairo,Egypt,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England,1,2026-06-06,neutral,England,New Zealand,New Zealand,1-0,1,0,W,Friendly,Tampa,United States,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England,2,2026-03-31,home,England,Japan,Japan,0-1,0,1,L,Friendly,London,England,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England,3,2026-03-27,home,England,Uruguay,Uruguay,1-1,1,1,D,Friendly,London,England,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England,4,2025-11-16,away,Albania,England,Albania,2-0,0,2,W,FIFA World Cup qualification,Tirana,Albania,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England,5,2025-11-13,home,England,Serbia,Serbia,2-0,2,0,W,FIFA World Cup qualification,London,England,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England,6,2025-10-14,away,Latvia,England,Latvia,5-0,0,5,W,FIFA World Cup qualification,Riga,Latvia,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England,7,2025-10-09,home,England,Wales,Wales,3-0,3,0,W,Friendly,London,England,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England,8,2025-09-09,away,Serbia,England,Serbia,5-0,0,5,W,FIFA World Cup qualification,Belgrade,Serbia,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England,9,2025-09-06,home,England,Andorra,Andorra,2-0,2,0,W,FIFA World Cup qualification,London,England,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England,10,2025-06-10,home,England,Senegal,Senegal,1-3,1,3,L,Friendly,London,England,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England,11,2025-06-07,neutral,Andorra,England,Andorra,1-0,0,1,W,FIFA World Cup qualification,Barcelona,Spain,1,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England,12,2025-03-24,home,England,Latvia,Latvia,3-0,3,0,W,FIFA World Cup qualification,London,England,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England,13,2025-03-21,home,England,Albania,Albania,2-0,2,0,W,FIFA World Cup qualification,London,England,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England,14,2024-11-17,home,England,Republic of Ireland,Republic of Ireland,5-0,5,0,W,UEFA Nations League,London,England,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England,15,2024-11-14,away,Greece,England,Greece,3-0,0,3,W,UEFA Nations League,Athens,Greece,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England,16,2024-10-13,away,Finland,England,Finland,3-1,1,3,W,UEFA Nations League,Helsinki,Finland,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England,17,2024-10-10,home,England,Greece,Greece,1-2,1,2,L,UEFA Nations League,London,England,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England,18,2024-09-10,home,England,Finland,Finland,2-0,2,0,W,UEFA Nations League,London,England,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England,19,2024-09-07,away,Republic of Ireland,England,Republic of Ireland,2-0,0,2,W,UEFA Nations League,Dublin,Republic of Ireland,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
England,20,2024-07-14,neutral,Spain,England,Spain,1-2,2,1,L,UEFA Euro,Berlin,Germany,1,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France,1,2026-06-08,home,France,Northern Ireland,Northern Ireland,3-1,3,1,W,Friendly,Lille,France,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France,2,2026-06-04,home,France,Ivory Coast,Ivory Coast,1-2,1,2,L,Friendly,Nantes,France,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France,3,2026-03-29,neutral,Colombia,France,Colombia,3-1,1,3,W,Friendly,Landover,United States,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France,4,2026-03-26,neutral,Brazil,France,Brazil,2-1,1,2,W,Friendly,Foxborough,United States,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France,5,2025-11-16,away,Azerbaijan,France,Azerbaijan,3-1,1,3,W,FIFA World Cup qualification,Baku,Azerbaijan,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France,6,2025-11-13,home,France,Ukraine,Ukraine,4-0,4,0,W,FIFA World Cup qualification,Paris,France,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France,7,2025-10-13,away,Iceland,France,Iceland,2-2,2,2,D,FIFA World Cup qualification,Reykjavík,Iceland,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France,8,2025-10-10,home,France,Azerbaijan,Azerbaijan,3-0,3,0,W,FIFA World Cup qualification,Paris,France,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France,9,2025-09-09,home,France,Iceland,Iceland,2-1,2,1,W,FIFA World Cup qualification,Paris,France,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France,10,2025-09-05,neutral,Ukraine,France,Ukraine,2-0,0,2,W,FIFA World Cup qualification,Wrocław,Poland,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France,11,2025-06-08,away,Germany,France,Germany,2-0,0,2,W,UEFA Nations League,Stuttgart,Germany,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France,12,2025-06-05,neutral,Spain,France,Spain,4-5,5,4,L,UEFA Nations League,Stuttgart,Germany,1,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France,13,2025-03-23,home,France,Croatia,Croatia,2-0,2,0,W,UEFA Nations League,Paris,France,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France,14,2025-03-20,away,Croatia,France,Croatia,0-2,2,0,L,UEFA Nations League,Split,Croatia,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France,15,2024-11-17,away,Italy,France,Italy,3-1,1,3,W,UEFA Nations League,Milan,Italy,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France,16,2024-11-14,home,France,Israel,Israel,0-0,0,0,D,UEFA Nations League,Paris,France,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France,17,2024-10-14,away,Belgium,France,Belgium,2-1,1,2,W,UEFA Nations League,Leuven,Belgium,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France,18,2024-10-10,neutral,Israel,France,Israel,4-1,1,4,W,UEFA Nations League,Budapest,Hungary,1,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France,19,2024-09-09,home,France,Belgium,Belgium,2-0,2,0,W,UEFA Nations League,Décines-Charpieu,France,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
France,20,2024-09-06,home,France,Italy,Italy,1-3,1,3,L,UEFA Nations League,Paris,France,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany,1,2026-06-06,away,United States,Germany,United States,2-1,1,2,W,Friendly,Chicago,United States,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany,2,2026-05-31,home,Germany,Finland,Finland,4-0,4,0,W,Friendly,Mainz,Germany,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany,3,2026-03-30,home,Germany,Ghana,Ghana,2-1,2,1,W,Friendly,Stuttgart,Germany,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany,4,2026-03-27,away,Switzerland,Germany,Switzerland,4-3,3,4,W,Friendly,Basel,Switzerland,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany,5,2025-11-17,home,Germany,Slovakia,Slovakia,6-0,6,0,W,FIFA World Cup qualification,Leipzig,Germany,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany,6,2025-11-14,away,Luxembourg,Germany,Luxembourg,2-0,0,2,W,FIFA World Cup qualification,Luxembourg,Luxembourg,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany,7,2025-10-13,away,Northern Ireland,Germany,Northern Ireland,1-0,0,1,W,FIFA World Cup qualification,Belfast,Northern Ireland,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany,8,2025-10-10,home,Germany,Luxembourg,Luxembourg,4-0,4,0,W,FIFA World Cup qualification,Sinsheim,Germany,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany,9,2025-09-07,home,Germany,Northern Ireland,Northern Ireland,3-1,3,1,W,FIFA World Cup qualification,Cologne,Germany,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany,10,2025-09-04,away,Slovakia,Germany,Slovakia,0-2,2,0,L,FIFA World Cup qualification,Bratislava,Slovakia,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany,11,2025-06-08,home,Germany,France,France,0-2,0,2,L,UEFA Nations League,Stuttgart,Germany,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany,12,2025-06-04,home,Germany,Portugal,Portugal,1-2,1,2,L,UEFA Nations League,Munich,Germany,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany,13,2025-03-23,home,Germany,Italy,Italy,3-3,3,3,D,UEFA Nations League,Dortmund,Germany,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany,14,2025-03-20,away,Italy,Germany,Italy,2-1,1,2,W,UEFA Nations League,Milan,Italy,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany,15,2024-11-19,away,Hungary,Germany,Hungary,1-1,1,1,D,UEFA Nations League,Budapest,Hungary,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany,16,2024-11-16,home,Germany,Bosnia and Herzegovina,Bosnia and Herzegovina,7-0,7,0,W,UEFA Nations League,Freiburg,Germany,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany,17,2024-10-14,home,Germany,Netherlands,Netherlands,1-0,1,0,W,UEFA Nations League,Munich,Germany,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany,18,2024-10-11,away,Bosnia and Herzegovina,Germany,Bosnia and Herzegovina,2-1,1,2,W,UEFA Nations League,Zenica,Bosnia and Herzegovina,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany,19,2024-09-10,away,Netherlands,Germany,Netherlands,2-2,2,2,D,UEFA Nations League,Amsterdam,Netherlands,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Germany,20,2024-09-07,home,Germany,Hungary,Hungary,5-0,5,0,W,UEFA Nations League,Düsseldorf,Germany,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana,1,2026-06-02,away,Wales,Ghana,Wales,1-1,1,1,D,Friendly,Cardiff,Wales,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana,2,2026-05-22,away,Mexico,Ghana,Mexico,0-2,2,0,L,Friendly,Puebla,Mexico,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana,3,2026-03-30,away,Germany,Ghana,Germany,1-2,2,1,L,Friendly,Stuttgart,Germany,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ghana,4,2026-03-27,away,Austria,Ghana,Austria,1-5,5,1,L,Friendly,Vienna,Austria,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
